booking_id,date,client_id,supplier_id,booking_value,margin,payment_delay_days,is_late_payment
BK_00358,2025-03-25,CLI_043,SUP_019,214414.95,0.1022,21,1
BK_00359,2025-03-25,CLI_029,SUP_016,46650.6,0.0951,13,0
BK_00360,2025-03-25,CLI_018,SUP_010,13228.87,0.1216,8,0
BK_00361,2025-03-25,CLI_021,SUP_018,59628.54,0.1776,9,0
BK_00362,2025-03-26,CLI_001,SUP_020,85092.08,0.1378,17,1
BK_00363,2025-03-26,CLI_047,SUP_009,11291.12,0.1076,14,0
BK_00364,2025-03-27,CLI_008,SUP_019,80895.54,0.172,19,1
BK_00365,2025-03-27,CLI_009,SUP_010,137741.43,0.1295,14,0
BK_00366,2025-03-27,CLI_010,SUP_003,123731.63,0.1488,3,0
BK_00367,2025-03-27,CLI_049,SUP_018,56477.68,0.1476,7,0
BK_00368,2025-03-27,CLI_050,SUP_011,148360.72,0.1085,24,1
BK_00369,2025-03-27,CLI_036,SUP_018,104747.42,0.1684,18,1
BK_00370,2025-03-27,CLI_047,SUP_017,50129.16,0.1681,11,0
BK_00371,2025-03-28,CLI_018,SUP_015,149339.68,0.1939,4,0
BK_00372,2025-03-28,CLI_011,SUP_010,149689.87,0.1607,16,1
BK_00373,2025-03-29,CLI_019,SUP_007,100278.7,0.1658,13,0
BK_00374,2025-03-29,CLI_040,SUP_017,134272.17,0.12,0,0
BK_00375,2025-03-30,CLI_045,SUP_002,55485.99,0.0959,0,0
BK_00376,2025-03-30,CLI_017,SUP_011,19217.28,0.0851,2,0
BK_00377,2025-03-30,CLI_008,SUP_002,32839.62,0.1278,20,1
BK_00378,2025-03-30,CLI_041,SUP_016,27684.39,0.1528,5,0
BK_00379,2025-03-30,CLI_014,SUP_015,179948.13,0.107,19,1
BK_00380,2025-03-30,CLI_033,SUP_017,189174.91,0.1872,4,0
BK_00381,2025-03-30,CLI_016,SUP_018,135830.16,0.1974,18,1
BK_00382,2025-03-31,CLI_023,SUP_019,204218.08,0.1852,9,0
BK_00383,2025-03-31,CLI_021,SUP_020,50498.04,0.0874,6,0
BK_00384,2025-03-31,CLI_050,SUP_017,29720.64,0.1538,20,1
BK_00385,2025-03-31,CLI_022,SUP_002,118504.63,0.1626,16,1
BK_00386,2025-04-01,CLI_041,SUP_004,215144.24,0.0872,18,1
BK_00387,2025-04-01,CLI_043,SUP_019,29760.4,0.1938,25,1
BK_00388,2025-04-01,CLI_038,SUP_004,120163.69,0.1259,23,1
BK_00389,2025-04-01,CLI_017,SUP_012,68266.27,0.1748,0,0
BK_00390,2025-04-02,CLI_018,SUP_001,67907.98,0.156,0,0
BK_00391,2025-04-02,CLI_027,SUP_003,136946.12,0.1812,15,0
BK_00392,2025-04-02,CLI_026,SUP_010,91481.3,0.1304,19,1
BK_00393,2025-04-02,CLI_036,SUP_010,41462.43,0.1203,17,1
BK_00394,2025-04-02,CLI_049,SUP_016,140336.21,0.1939,0,0
BK_00395,2025-04-02,CLI_040,SUP_010,93157.31,0.1145,0,0
BK_00396,2025-04-03,CLI_042,SUP_001,117795.54,0.1467,15,0
BK_00397,2025-04-03,CLI_016,SUP_014,53292.83,0.1433,11,0
BK_00398,2025-04-04,CLI_010,SUP_009,133353.22,0.1444,3,0
BK_00399,2025-04-04,CLI_011,SUP_010,78849.51,0.1928,10,0
BK_00400,2025-04-04,CLI_038,SUP_009,121445.65,0.1791,4,0
BK_00401,2025-04-04,CLI_022,SUP_019,81154.36,0.081,14,0
BK_00402,2025-04-05,CLI_026,SUP_018,148917.38,0.1377,29,1
BK_00403,2025-04-05,CLI_014,SUP_012,205711.26,0.149,17,1
BK_00404,2025-04-05,CLI_013,SUP_012,135287.01,0.1022,3,0
BK_00405,2025-04-05,CLI_013,SUP_012,53474.14,0.1233,19,1
BK_00406,2025-04-05,CLI_017,SUP_001,126934.57,0.1268,0,0
BK_00407,2025-04-06,CLI_015,SUP_007,80176.31,0.1196,22,1
BK_00408,2025-04-06,CLI_037,SUP_007,99578.09,0.1795,10,0
BK_00409,2025-04-06,CLI_008,SUP_004,127332.91,0.1799,22,1
BK_00410,2025-04-06,CLI_002,SUP_012,144757.39,0.1078,8,0
BK_00411,2025-04-06,CLI_031,SUP_019,106367.09,0.1706,20,1
BK_00412,2025-04-07,CLI_007,SUP_020,69067.72,0.1328,3,0
BK_00413,2025-04-07,CLI_010,SUP_011,88713.35,0.1909,0,0
BK_00414,2025-04-07,CLI_043,SUP_016,172828.36,0.0991,30,1
BK_00415,2025-04-08,CLI_010,SUP_007,75267.41,0.1969,0,0
BK_00416,2025-04-08,CLI_017,SUP_007,59734.0,0.1515,5,0
BK_00417,2025-04-08,CLI_009,SUP_020,94874.87,0.1576,16,1
BK_00418,2025-04-09,CLI_040,SUP_010,35526.03,0.1517,0,0
BK_00419,2025-04-10,CLI_030,SUP_010,213411.59,0.1755,5,0
BK_00420,2025-04-10,CLI_048,SUP_015,145793.29,0.1985,15,0
BK_00421,2025-04-10,CLI_050,SUP_019,129686.45,0.125,18,1
BK_00422,2025-04-11,CLI_033,SUP_002,118244.13,0.1414,9,0
BK_00423,2025-04-11,CLI_021,SUP_017,58979.19,0.1169,5,0
BK_00424,2025-04-11,CLI_008,SUP_020,77003.35,0.1208,18,1
BK_00425,2025-04-11,CLI_036,SUP_014,33503.4,0.1045,15,0
BK_00426,2025-04-11,CLI_038,SUP_007,169815.93,0.119,13,0
BK_00427,2025-04-11,CLI_019,SUP_007,117032.32,0.0928,15,0
BK_00428,2025-04-11,CLI_042,SUP_009,50068.06,0.1778,16,1
BK_00429,2025-04-11,CLI_049,SUP_015,117991.91,0.1507,8,0
BK_00430,2025-04-12,CLI_013,SUP_020,92164.5,0.1034,6,0
BK_00431,2025-04-12,CLI_008,SUP_008,128820.71,0.1383,13,0
BK_00432,2025-04-12,CLI_046,SUP_007,106109.35,0.148,12,0
BK_00433,2025-04-12,CLI_023,SUP_014,110948.8,0.1981,11,0
BK_00434,2025-04-12,CLI_020,SUP_020,182204.89,0.0877,20,1
BK_00435,2025-04-12,CLI_031,SUP_013,105514.39,0.1612,5,0
BK_00436,2025-04-13,CLI_013,SUP_002,88967.93,0.082,6,0
BK_00437,2025-04-13,CLI_001,SUP_006,15195.19,0.1582,24,1
BK_00438,2025-04-13,CLI_040,SUP_015,105842.38,0.1523,0,0
BK_00439,2025-04-14,CLI_043,SUP_003,137912.08,0.1123,22,1
BK_00440,2025-04-14,CLI_036,SUP_014,37255.9,0.1238,20,1
BK_00441,2025-04-14,CLI_042,SUP_004,127947.03,0.0811,8,0
BK_00442,2025-04-14,CLI_031,SUP_006,109249.19,0.1915,20,1
BK_00443,2025-04-14,CLI_001,SUP_020,69823.55,0.1977,24,1
BK_00444,2025-04-14,CLI_020,SUP_015,210964.77,0.1954,19,1
BK_00445,2025-04-15,CLI_007,SUP_016,134893.65,0.1813,8,0
BK_00446,2025-04-15,CLI_046,SUP_010,71585.33,0.1482,12,0
BK_00447,2025-04-15,CLI_024,SUP_007,46999.93,0.1673,4,0
BK_00448,2025-04-15,CLI_008,SUP_012,19036.69,0.1582,23,1
BK_00449,2025-04-15,CLI_017,SUP_008,137279.64,0.165,10,0
BK_00450,2025-04-16,CLI_049,SUP_008,70753.69,0.1488,12,0
BK_00451,2025-04-16,CLI_017,SUP_011,94229.0,0.0807,5,0
BK_00452,2025-04-17,CLI_008,SUP_010,74222.67,0.1506,20,1
BK_00453,2025-04-17,CLI_039,SUP_010,76005.39,0.0972,17,1
BK_00454,2025-04-17,CLI_036,SUP_017,16098.06,0.1171,24,1
BK_00455,2025-04-17,CLI_029,SUP_019,63666.03,0.0883,27,1
BK_00456,2025-04-18,CLI_010,SUP_012,89417.75,0.1752,3,0
BK_00457,2025-04-18,CLI_047,SUP_010,45815.22,0.1012,30,1
BK_00458,2025-04-18,CLI_037,SUP_013,100944.67,0.1325,21,1
BK_00459,2025-04-18,CLI_045,SUP_013,110774.22,0.1782,5,0
BK_00460,2025-04-18,CLI_037,SUP_007,51339.4,0.1818,11,0
BK_00461,2025-04-19,CLI_030,SUP_017,148636.82,0.1699,5,0
BK_00462,2025-04-19,CLI_001,SUP_015,12809.39,0.1452,9,0
BK_00463,2025-04-19,CLI_013,SUP_009,24010.96,0.116,0,0
BK_00464,2025-04-20,CLI_028,SUP_012,45269.55,0.1241,18,1
BK_00465,2025-04-20,CLI_012,SUP_013,92345.19,0.1938,3,0
BK_00466,2025-04-20,CLI_001,SUP_010,42343.66,0.183,22,1
BK_00467,2025-04-20,CLI_005,SUP_013,105729.27,0.0891,0,0
BK_00468,2025-04-20,CLI_042,SUP_018,138163.19,0.1077,19,1
BK_00469,2025-04-20,CLI_035,SUP_016,46051.96,0.1902,0,0
BK_00470,2025-04-21,CLI_007,SUP_017,199569.52,0.1874,12,0
BK_00471,2025-04-21,CLI_044,SUP_011,133888.49,0.1034,3,0
BK_00472,2025-04-21,CLI_045,SUP_020,190986.18,0.1453,10,0
BK_00473,2025-04-21,CLI_044,SUP_009,56676.35,0.164,3,0
BK_00474,2025-04-21,CLI_031,SUP_001,46276.81,0.1226,11,0
BK_00475,2025-04-21,CLI_038,SUP_018,148223.42,0.0924,22,1
BK_00476,2025-04-21,CLI_034,SUP_013,26157.99,0.0953,27,1
BK_00477,2025-04-21,CLI_050,SUP_019,118858.62,0.085,17,1
BK_00478,2025-04-21,CLI_008,SUP_011,24484.16,0.1136,26,1
BK_00479,2025-04-21,CLI_033,SUP_001,173467.34,0.1476,14,0
BK_00480,2025-04-21,CLI_014,SUP_017,38705.6,0.0972,18,1
BK_00481,2025-04-22,CLI_014,SUP_002,62722.1,0.1031,12,0
BK_00482,2025-04-22,CLI_047,SUP_015,33522.48,0.1293,28,1
BK_00483,2025-04-22,CLI_040,SUP_012,38807.87,0.1109,0,0
BK_00484,2025-04-22,CLI_041,SUP_004,157575.04,0.1867,13,0
BK_00485,2025-04-22,CLI_021,SUP_001,100268.53,0.087,13,0
BK_00486,2025-04-22,CLI_027,SUP_013,163724.28,0.0807,16,1
BK_00487,2025-04-22,CLI_038,SUP_020,40709.44,0.1484,7,0
BK_00488,2025-04-23,CLI_013,SUP_004,55355.37,0.1687,4,0
BK_00489,2025-04-23,CLI_010,SUP_006,115433.96,0.1109,0,0
BK_00490,2025-04-24,CLI_030,SUP_017,162544.2,0.1008,0,0
BK_00491,2025-04-24,CLI_004,SUP_004,19603.02,0.1842,13,0
BK_00492,2025-04-24,CLI_046,SUP_015,72943.23,0.1479,11,0
BK_00493,2025-04-25,CLI_036,SUP_008,53242.48,0.1719,17,1
BK_00494,2025-04-25,CLI_049,SUP_020,58659.12,0.1437,8,0
BK_00495,2025-04-25,CLI_010,SUP_010,23418.95,0.1248,6,0
BK_00496,2025-04-25,CLI_008,SUP_020,92310.83,0.0854,9,0
BK_00497,2025-04-26,CLI_017,SUP_017,119093.01,0.155,3,0
BK_00498,2025-04-26,CLI_048,SUP_004,13907.37,0.187,13,0
BK_00499,2025-04-26,CLI_017,SUP_014,57563.71,0.1265,2,0
BK_00500,2025-04-26,CLI_026,SUP_018,53204.97,0.0886,25,1
BK_00501,2025-04-26,CLI_009,SUP_009,90153.76,0.1718,22,1
BK_00502,2025-04-26,CLI_021,SUP_009,49276.58,0.1874,10,0
BK_00503,2025-04-26,CLI_047,SUP_020,67298.18,0.1154,19,1
BK_00504,2025-04-27,CLI_042,SUP_004,86005.3,0.1368,11,0
BK_00505,2025-04-27,CLI_038,SUP_020,66940.25,0.1429,1,0
BK_00506,2025-04-27,CLI_049,SUP_012,27881.65,0.178,13,0
BK_00507,2025-04-27,CLI_021,SUP_008,85838.15,0.1656,2,0
BK_00508,2025-04-27,CLI_023,SUP_011,169749.42,0.1675,6,0
BK_00509,2025-04-27,CLI_034,SUP_016,94467.69,0.1953,28,1
BK_00510,2025-04-27,CLI_019,SUP_003,122645.64,0.1494,12,0
BK_00511,2025-04-27,CLI_016,SUP_014,92568.95,0.191,28,1
BK_00512,2025-04-28,CLI_008,SUP_003,75536.65,0.1718,17,1
BK_00513,2025-04-28,CLI_024,SUP_004,134792.22,0.1862,9,0
BK_00514,2025-04-28,CLI_024,SUP_013,72752.85,0.184,0,0
BK_00515,2025-04-28,CLI_022,SUP_020,195559.57,0.1,7,0
BK_00516,2025-04-28,CLI_033,SUP_011,64559.16,0.1184,9,0
BK_00517,2025-04-28,CLI_039,SUP_013,147605.08,0.1756,15,0
BK_00518,2025-04-28,CLI_031,SUP_014,18441.66,0.113,16,1
BK_00519,2025-04-29,CLI_015,SUP_020,124091.03,0.0999,13,0
BK_00520,2025-04-29,CLI_038,SUP_007,146142.18,0.0966,7,0
BK_00521,2025-04-29,CLI_009,SUP_004,128153.14,0.1466,24,1
BK_00522,2025-04-29,CLI_026,SUP_010,144904.8,0.1979,10,0
BK_00523,2025-04-29,CLI_027,SUP_019,175175.3,0.1877,7,0
BK_00524,2025-04-29,CLI_030,SUP_017,157204.1,0.1184,12,0
BK_00525,2025-04-29,CLI_020,SUP_016,219078.38,0.1599,10,0
BK_00526,2025-04-29,CLI_029,SUP_003,147222.23,0.1893,16,1
BK_00527,2025-04-29,CLI_003,SUP_003,107681.57,0.1064,9,0
BK_00528,2025-04-29,CLI_001,SUP_018,30329.41,0.1925,18,1
BK_00529,2025-04-29,CLI_026,SUP_017,33447.63,0.1297,16,1
BK_00530,2025-04-29,CLI_005,SUP_005,187398.9,0.0996,0,0
BK_00531,2025-04-29,CLI_008,SUP_002,130317.61,0.1874,29,1
BK_00532,2025-04-29,CLI_046,SUP_011,139569.26,0.1673,10,0
BK_00533,2025-04-29,CLI_029,SUP_015,48242.92,0.1156,14,0
BK_00534,2025-04-29,CLI_027,SUP_001,139357.48,0.1469,9,0
BK_00535,2025-04-30,CLI_017,SUP_008,41456.81,0.151,9,0
BK_00536,2025-04-30,CLI_046,SUP_008,132452.32,0.1862,10,0
BK_00537,2025-04-30,CLI_021,SUP_019,135321.06,0.1809,5,0
BK_00538,2025-04-30,CLI_040,SUP_020,55834.86,0.1186,0,0
BK_00539,2025-05-01,CLI_041,SUP_017,35201.94,0.1373,0,0
BK_00540,2025-05-01,CLI_005,SUP_005,30575.69,0.125,1,0
BK_00541,2025-05-01,CLI_019,SUP_008,112676.83,0.1668,6,0
BK_00542,2025-05-01,CLI_017,SUP_011,121991.96,0.1118,6,0
BK_00543,2025-05-02,CLI_025,SUP_009,87842.56,0.1992,27,1
BK_00544,2025-05-02,CLI_009,SUP_001,56348.59,0.1302,5,0
BK_00545,2025-05-02,CLI_038,SUP_020,182546.24,0.1395,12,0
BK_00546,2025-05-02,CLI_042,SUP_007,103693.15,0.124,14,0
BK_00547,2025-05-02,CLI_010,SUP_010,89199.64,0.1309,11,0
BK_00548,2025-05-02,CLI_031,SUP_002,145025.88,0.1441,5,0
BK_00549,2025-05-02,CLI_001,SUP_019,112044.93,0.1226,13,0
BK_00550,2025-05-02,CLI_024,SUP_001,16491.54,0.1897,4,0
BK_00551,2025-05-03,CLI_010,SUP_015,139356.88,0.0922,3,0
BK_00552,2025-05-03,CLI_038,SUP_003,98653.98,0.1661,5,0
BK_00553,2025-05-03,CLI_022,SUP_016,45777.0,0.083,15,0
BK_00554,2025-05-04,CLI_022,SUP_001,155113.48,0.1101,17,1
BK_00555,2025-05-04,CLI_023,SUP_009,23918.52,0.1338,0,0
BK_00556,2025-05-04,CLI_007,SUP_018,80839.28,0.1435,8,0
BK_00557,2025-05-04,CLI_049,SUP_020,144495.06,0.1178,0,0
BK_00558,2025-05-04,CLI_006,SUP_015,198425.16,0.1055,0,0
BK_00559,2025-05-05,CLI_045,SUP_016,159357.32,0.1306,5,0
BK_00560,2025-05-05,CLI_002,SUP_005,39534.04,0.1859,17,1
BK_00561,2025-05-05,CLI_048,SUP_002,69818.07,0.0917,16,1
BK_00562,2025-05-05,CLI_042,SUP_008,88895.12,0.0977,16,1
BK_00563,2025-05-05,CLI_019,SUP_012,13445.82,0.1751,21,1
BK_00564,2025-05-06,CLI_043,SUP_007,212031.52,0.1776,23,1
BK_00565,2025-05-06,CLI_043,SUP_018,220627.98,0.1233,24,1
BK_00566,2025-05-06,CLI_037,SUP_010,125848.28,0.1129,11,0
BK_00567,2025-05-06,CLI_013,SUP_007,80050.57,0.1343,6,0
BK_00568,2025-05-06,CLI_029,SUP_015,92485.62,0.173,15,0
BK_00569,2025-05-07,CLI_045,SUP_005,93267.54,0.1458,1,0
BK_00570,2025-05-07,CLI_028,SUP_010,55653.96,0.0887,18,1
BK_00571,2025-05-07,CLI_003,SUP_001,72159.37,0.1458,11,0
BK_00572,2025-05-08,CLI_018,SUP_002,17064.72,0.1149,10,0
BK_00573,2025-05-08,CLI_010,SUP_012,31219.14,0.1103,3,0
BK_00574,2025-05-08,CLI_045,SUP_008,182953.15,0.1172,4,0
BK_00575,2025-05-08,CLI_036,SUP_017,65030.9,0.0921,16,1
BK_00576,2025-05-08,CLI_017,SUP_015,53263.3,0.1869,0,0
BK_00577,2025-05-09,CLI_036,SUP_015,98321.57,0.1073,18,1
BK_00578,2025-05-09,CLI_014,SUP_013,190634.77,0.1108,11,0
BK_00579,2025-05-09,CLI_041,SUP_015,221145.92,0.0987,5,0
BK_00580,2025-05-09,CLI_044,SUP_015,70125.22,0.0953,0,0
BK_00581,2025-05-10,CLI_002,SUP_004,119877.27,0.1038,12,0
BK_00582,2025-05-10,CLI_020,SUP_005,112805.0,0.1356,21,1
BK_00583,2025-05-10,CLI_050,SUP_001,23744.47,0.14,17,1
BK_00584,2025-05-10,CLI_011,SUP_014,210156.2,0.1378,13,0
BK_00585,2025-05-10,CLI_010,SUP_016,108767.78,0.1507,0,0
BK_00586,2025-05-11,CLI_040,SUP_008,56978.04,0.1266,0,0
BK_00587,2025-05-11,CLI_050,SUP_015,154428.29,0.1676,10,0
BK_00588,2025-05-11,CLI_015,SUP_008,215480.53,0.1747,15,0
BK_00589,2025-05-11,CLI_023,SUP_002,54329.69,0.1632,2,0
BK_00590,2025-05-12,CLI_011,SUP_008,194083.42,0.1801,6,0
BK_00591,2025-05-12,CLI_012,SUP_015,56864.27,0.1034,15,0
BK_00592,2025-05-12,CLI_021,SUP_017,124082.63,0.0891,13,0
BK_00593,2025-05-12,CLI_032,SUP_008,154711.69,0.199,23,1
BK_00594,2025-05-13,CLI_043,SUP_019,182471.63,0.1616,15,0
BK_00595,2025-05-13,CLI_037,SUP_005,42642.12,0.1576,10,0
BK_00596,2025-05-13,CLI_027,SUP_014,59690.78,0.1607,14,0
BK_00597,2025-05-13,CLI_015,SUP_013,90631.99,0.0886,22,1
BK_00598,2025-05-13,CLI_047,SUP_008,136019.48,0.1364,14,0
BK_00599,2025-05-14,CLI_005,SUP_003,132061.99,0.0877,0,0
BK_00600,2025-05-14,CLI_027,SUP_010,76808.01,0.1923,18,1
BK_00601,2025-05-14,CLI_017,SUP_012,43409.79,0.1936,2,0
BK_00602,2025-05-14,CLI_048,SUP_012,14614.01,0.1474,21,1
BK_00603,2025-05-14,CLI_010,SUP_004,142751.97,0.0812,5,0
BK_00604,2025-05-15,CLI_022,SUP_007,133135.94,0.1363,11,0
BK_00605,2025-05-15,CLI_035,SUP_003,37222.82,0.1811,0,0
BK_00606,2025-05-15,CLI_026,SUP_010,149669.34,0.1038,15,0
BK_00607,2025-05-15,CLI_026,SUP_018,107605.82,0.1707,16,1
BK_00608,2025-05-15,CLI_040,SUP_008,133385.12,0.1683,7,0
BK_00609,2025-05-15,CLI_036,SUP_019,62041.22,0.1377,20,1
BK_00610,2025-05-15,CLI_047,SUP_009,92601.04,0.1138,13,0
BK_00611,2025-05-15,CLI_040,SUP_005,142702.2,0.1446,0,0
BK_00612,2025-05-16,CLI_021,SUP_005,36364.36,0.1644,1,0
BK_00613,2025-05-16,CLI_042,SUP_018,148583.57,0.1213,13,0
BK_00614,2025-05-16,CLI_033,SUP_008,110146.27,0.1745,11,0
BK_00615,2025-05-16,CLI_039,SUP_007,12576.66,0.1809,18,1
BK_00616,2025-05-16,CLI_002,SUP_008,122299.71,0.1997,12,0
BK_00617,2025-05-16,CLI_037,SUP_014,97310.75,0.1011,13,0
BK_00618,2025-05-17,CLI_005,SUP_010,110354.65,0.0895,0,0
BK_00619,2025-05-18,CLI_035,SUP_011,85329.24,0.1963,0,0
BK_00620,2025-05-18,CLI_049,SUP_020,62033.32,0.1754,4,0
BK_00621,2025-05-18,CLI_042,SUP_015,54177.16,0.0806,12,0
BK_00622,2025-05-18,CLI_033,SUP_010,58502.44,0.0822,8,0
BK_00623,2025-05-19,CLI_009,SUP_001,32147.42,0.1089,13,0
BK_00624,2025-05-19,CLI_022,SUP_018,200297.17,0.1132,12,0
BK_00625,2025-05-19,CLI_014,SUP_014,84945.04,0.1845,21,1
BK_00626,2025-05-19,CLI_036,SUP_002,31524.42,0.0898,17,1
BK_00627,2025-05-20,CLI_024,SUP_004,33921.67,0.0835,5,0
BK_00628,2025-05-20,CLI_020,SUP_012,208251.44,0.1278,19,1
BK_00629,2025-05-20,CLI_020,SUP_009,109967.09,0.1097,19,1
BK_00630,2025-05-21,CLI_015,SUP_007,137742.23,0.1431,14,0
BK_00631,2025-05-21,CLI_029,SUP_014,140958.86,0.1674,9,0
BK_00632,2025-05-21,CLI_006,SUP_020,167396.69,0.1367,0,0
BK_00633,2025-05-21,CLI_021,SUP_008,86787.76,0.1441,10,0
BK_00634,2025-05-21,CLI_020,SUP_001,133960.34,0.1065,13,0
BK_00635,2025-05-21,CLI_026,SUP_018,121999.12,0.1041,20,1
BK_00636,2025-05-21,CLI_007,SUP_020,155307.92,0.1903,6,0
BK_00637,2025-05-21,CLI_019,SUP_018,112592.53,0.1166,25,1
BK_00638,2025-05-21,CLI_030,SUP_010,88647.77,0.1793,5,0
BK_00639,2025-05-22,CLI_022,SUP_020,66636.3,0.1487,9,0
BK_00640,2025-05-22,CLI_008,SUP_012,107809.61,0.1034,25,1
BK_00641,2025-05-22,CLI_006,SUP_003,223783.68,0.1229,10,0
BK_00642,2025-05-23,CLI_011,SUP_008,150962.45,0.1335,15,0
BK_00643,2025-05-23,CLI_032,SUP_005,72634.48,0.0984,30,1
BK_00644,2025-05-23,CLI_043,SUP_017,48996.78,0.1704,27,1
BK_00645,2025-05-23,CLI_050,SUP_017,75874.4,0.0966,14,0
BK_00646,2025-05-24,CLI_025,SUP_001,132788.5,0.1795,14,0
BK_00647,2025-05-24,CLI_004,SUP_013,120946.33,0.1178,0,0
BK_00648,2025-05-24,CLI_001,SUP_009,56488.14,0.1753,20,1
BK_00649,2025-05-24,CLI_038,SUP_013,98809.89,0.1426,4,0
BK_00650,2025-05-24,CLI_014,SUP_010,121358.95,0.1833,17,1
BK_00651,2025-05-25,CLI_032,SUP_014,90852.54,0.1099,30,1
BK_00652,2025-05-25,CLI_007,SUP_006,46230.27,0.1624,19,1
BK_00653,2025-05-25,CLI_043,SUP_008,107263.26,0.0995,20,1
BK_00654,2025-05-25,CLI_033,SUP_017,110290.78,0.1792,14,0
BK_00655,2025-05-25,CLI_047,SUP_019,119108.52,0.166,15,0
BK_00656,2025-05-25,CLI_013,SUP_018,119842.25,0.198,16,1
BK_00657,2025-05-26,CLI_005,SUP_004,26642.87,0.0814,5,0
BK_00658,2025-05-26,CLI_040,SUP_010,123739.38,0.0966,6,0
BK_00659,2025-05-26,CLI_038,SUP_003,119772.93,0.1053,13,0
BK_00660,2025-05-26,CLI_014,SUP_012,56622.89,0.1151,7,0
BK_00661,2025-05-27,CLI_026,SUP_002,81605.48,0.1805,26,1
BK_00662,2025-05-27,CLI_026,SUP_001,84821.72,0.1746,18,1
BK_00663,2025-05-27,CLI_027,SUP_012,146746.89,0.1794,20,1
BK_00664,2025-05-27,CLI_036,SUP_001,127419.41,0.0939,30,1
BK_00665,2025-05-27,CLI_013,SUP_009,146122.66,0.1359,6,0
BK_00666,2025-05-28,CLI_037,SUP_002,54358.84,0.1089,22,1
BK_00667,2025-05-28,CLI_046,SUP_006,102388.57,0.1903,5,0
BK_00668,2025-05-28,CLI_038,SUP_009,157097.69,0.1189,11,0
BK_00669,2025-05-29,CLI_011,SUP_019,102593.17,0.1353,8,0
BK_00670,2025-05-29,CLI_046,SUP_016,133967.28,0.1135,9,0
BK_00671,2025-05-29,CLI_012,SUP_009,45434.32,0.0963,17,1
BK_00672,2025-05-30,CLI_034,SUP_013,42379.48,0.1639,23,1
BK_00673,2025-05-30,CLI_005,SUP_016,72648.93,0.1992,5,0
BK_00674,2025-05-30,CLI_024,SUP_014,70626.05,0.0907,5,0
BK_00675,2025-05-30,CLI_006,SUP_003,107198.4,0.1942,2,0
BK_00676,2025-05-31,CLI_034,SUP_001,135105.97,0.158,21,1
BK_00677,2025-05-31,CLI_038,SUP_003,145941.65,0.1048,11,0
BK_00678,2025-05-31,CLI_037,SUP_001,68570.12,0.1461,18,1
BK_00679,2025-05-31,CLI_025,SUP_018,124451.08,0.1456,18,1
BK_00680,2025-05-31,CLI_008,SUP_020,70271.8,0.1972,24,1
BK_00681,2025-05-31,CLI_047,SUP_014,79728.04,0.1317,14,0
BK_00682,2025-05-31,CLI_006,SUP_014,104291.42,0.1803,0,0
BK_00683,2025-06-01,CLI_027,SUP_017,59288.61,0.1061,21,1
BK_00684,2025-06-01,CLI_040,SUP_018,15168.47,0.115,3,0
BK_00685,2025-06-01,CLI_006,SUP_010,156300.92,0.1803,1,0
BK_00686,2025-06-01,CLI_026,SUP_019,71018.46,0.0941,28,1
BK_00687,2025-06-01,CLI_044,SUP_018,127017.93,0.1175,11,0
BK_00688,2025-06-01,CLI_033,SUP_019,203920.03,0.1092,21,1
BK_00689,2025-06-01,CLI_021,SUP_001,145815.0,0.1549,13,0
BK_00690,2025-06-02,CLI_016,SUP_005,60947.83,0.1308,19,1
BK_00691,2025-06-02,CLI_009,SUP_017,140978.79,0.1826,9,0
BK_00692,2025-06-02,CLI_032,SUP_018,97281.76,0.1337,21,1
BK_00693,2025-06-02,CLI_037,SUP_017,28269.77,0.1514,14,0
BK_00694,2025-06-02,CLI_030,SUP_012,155426.15,0.1508,11,0
BK_00695,2025-06-02,CLI_003,SUP_017,99580.65,0.134,12,0
BK_00696,2025-06-02,CLI_012,SUP_020,41416.34,0.1462,9,0
BK_00697,2025-06-02,CLI_037,SUP_019,60343.62,0.1672,11,0
BK_00698,2025-06-03,CLI_024,SUP_016,57159.07,0.091,8,0
BK_00699,2025-06-03,CLI_002,SUP_002,50242.0,0.1378,13,0
BK_00700,2025-06-03,CLI_006,SUP_019,214458.44,0.1117,5,0
BK_00701,2025-06-03,CLI_042,SUP_019,101132.11,0.127,15,0
BK_00702,2025-06-03,CLI_002,SUP_010,61355.98,0.1714,5,0
BK_00703,2025-06-03,CLI_042,SUP_016,132325.75,0.1947,17,1
BK_00704,2025-06-04,CLI_011,SUP_005,30399.07,0.1592,12,0
BK_00705,2025-06-04,CLI_012,SUP_010,79926.13,0.1075,18,1
BK_00706,2025-06-04,CLI_025,SUP_002,145893.69,0.1393,9,0
BK_00707,2025-06-04,CLI_018,SUP_007,108715.3,0.1317,8,0
BK_00708,2025-06-04,CLI_048,SUP_019,132699.74,0.1839,19,1
BK_00709,2025-06-05,CLI_038,SUP_018,171871.43,0.1531,6,0
BK_00710,2025-06-05,CLI_027,SUP_004,84379.85,0.0905,8,0
BK_00711,2025-06-06,CLI_019,SUP_005,16496.74,0.1005,5,0
BK_00712,2025-06-06,CLI_024,SUP_007,14630.39,0.1302,0,0
BK_00713,2025-06-06,CLI_018,SUP_005,102979.33,0.0925,6,0
BK_00714,2025-06-06,CLI_004,SUP_001,143384.26,0.1876,19,1
BK_00715,2025-06-06,CLI_023,SUP_006,215938.59,0.1754,0,0
