transaction_id,date,type,category,amount,client_id
TX_00397,2025-03-19,Inflow,Booking Revenue,182870.28,CLI_020
TX_00398,2025-03-19,Inflow,Booking Revenue,198189.78,CLI_015
TX_00399,2025-03-19,Inflow,Booking Revenue,146969.89,CLI_049
TX_00400,2025-03-19,Inflow,Booking Revenue,86021.25,CLI_017
TX_00401,2025-03-19,Inflow,Booking Revenue,63104.84,CLI_001
TX_00402,2025-03-19,Outflow,Operations,13429.63,
TX_00403,2025-03-20,Inflow,Booking Revenue,99780.79,CLI_035
TX_00404,2025-03-20,Inflow,Booking Revenue,12378.96,CLI_019
TX_00405,2025-03-20,Inflow,Booking Revenue,34537.1,CLI_002
TX_00406,2025-03-20,Outflow,Operations,16614.0,
TX_00407,2025-03-21,Inflow,Booking Revenue,208730.8,CLI_027
TX_00408,2025-03-21,Inflow,Booking Revenue,76751.61,CLI_042
TX_00409,2025-03-21,Inflow,Booking Revenue,101339.19,CLI_038
TX_00410,2025-03-21,Inflow,Booking Revenue,43354.98,CLI_027
TX_00411,2025-03-21,Inflow,Booking Revenue,23236.9,CLI_026
TX_00412,2025-03-21,Inflow,Booking Revenue,99185.53,CLI_014
TX_00413,2025-03-21,Inflow,Booking Revenue,169168.32,CLI_027
TX_00414,2025-03-21,Inflow,Booking Revenue,130285.42,CLI_024
TX_00415,2025-03-21,Inflow,Booking Revenue,117033.35,CLI_036
TX_00416,2025-03-21,Outflow,Operations,16194.59,
TX_00417,2025-03-22,Inflow,Booking Revenue,76410.47,CLI_045
TX_00418,2025-03-22,Inflow,Booking Revenue,36045.49,CLI_033
TX_00419,2025-03-22,Inflow,Booking Revenue,70831.89,CLI_019
TX_00420,2025-03-22,Inflow,Booking Revenue,58498.04,CLI_032
TX_00421,2025-03-22,Inflow,Booking Revenue,18081.07,CLI_050
TX_00422,2025-03-22,Outflow,Operations,5314.91,
TX_00423,2025-03-23,Inflow,Booking Revenue,141977.11,CLI_045
TX_00424,2025-03-23,Inflow,Booking Revenue,130395.44,CLI_006
TX_00425,2025-03-23,Inflow,Booking Revenue,53480.04,CLI_002
TX_00426,2025-03-23,Inflow,Booking Revenue,231601.23,CLI_007
TX_00427,2025-03-23,Inflow,Booking Revenue,30705.09,CLI_048
TX_00428,2025-03-23,Inflow,Booking Revenue,39994.21,CLI_025
TX_00429,2025-03-23,Outflow,Operations,11964.99,
TX_00430,2025-03-24,Inflow,Booking Revenue,27296.18,CLI_001
TX_00431,2025-03-24,Inflow,Booking Revenue,70464.85,CLI_031
TX_00432,2025-03-24,Inflow,Booking Revenue,151672.48,CLI_009
TX_00433,2025-03-24,Inflow,Booking Revenue,90239.05,CLI_012
TX_00434,2025-03-24,Inflow,Booking Revenue,37759.71,CLI_008
TX_00435,2025-03-24,Inflow,Booking Revenue,114779.74,CLI_036
TX_00436,2025-03-24,Outflow,Operations,5975.59,
TX_00437,2025-03-25,Inflow,Booking Revenue,37787.33,CLI_043
TX_00438,2025-03-25,Inflow,Booking Revenue,28161.88,CLI_037
TX_00439,2025-03-25,Inflow,Booking Revenue,152130.09,CLI_043
TX_00440,2025-03-25,Inflow,Booking Revenue,146050.72,CLI_040
TX_00441,2025-03-25,Inflow,Booking Revenue,236336.87,CLI_043
TX_00442,2025-03-25,Inflow,Booking Revenue,51087.88,CLI_029
TX_00443,2025-03-25,Inflow,Booking Revenue,14837.73,CLI_018
TX_00444,2025-03-25,Inflow,Booking Revenue,70215.84,CLI_021
TX_00445,2025-03-25,Outflow,Operations,11856.81,
TX_00446,2025-03-26,Inflow,Booking Revenue,96816.69,CLI_001
TX_00447,2025-03-26,Inflow,Booking Revenue,12506.14,CLI_047
TX_00448,2025-03-26,Outflow,Operations,6564.17,
TX_00449,2025-03-27,Inflow,Booking Revenue,94807.03,CLI_008
TX_00450,2025-03-27,Inflow,Booking Revenue,155578.66,CLI_009
TX_00451,2025-03-27,Inflow,Booking Revenue,142149.0,CLI_010
TX_00452,2025-03-27,Inflow,Booking Revenue,64815.99,CLI_049
TX_00453,2025-03-27,Inflow,Booking Revenue,164452.42,CLI_050
TX_00454,2025-03-27,Inflow,Booking Revenue,122381.81,CLI_036
TX_00455,2025-03-27,Inflow,Booking Revenue,58555.56,CLI_047
TX_00456,2025-03-27,Outflow,Operations,13837.1,
TX_00457,2025-03-28,Inflow,Booking Revenue,178296.84,CLI_018
TX_00458,2025-03-28,Inflow,Booking Revenue,173740.38,CLI_011
TX_00459,2025-03-28,Outflow,Operations,19970.31,
TX_00460,2025-03-29,Inflow,Booking Revenue,116909.37,CLI_019
TX_00461,2025-03-29,Inflow,Booking Revenue,150378.49,CLI_040
TX_00462,2025-03-29,Outflow,Operations,7876.99,
TX_00463,2025-03-30,Inflow,Booking Revenue,60807.42,CLI_045
TX_00464,2025-03-30,Inflow,Booking Revenue,20853.24,CLI_017
TX_00465,2025-03-30,Inflow,Booking Revenue,37037.43,CLI_008
TX_00466,2025-03-30,Inflow,Booking Revenue,31915.21,CLI_041
TX_00467,2025-03-30,Inflow,Booking Revenue,199209.67,CLI_014
TX_00468,2025-03-30,Inflow,Booking Revenue,224588.99,CLI_033
TX_00469,2025-03-30,Inflow,Booking Revenue,162639.2,CLI_016
TX_00470,2025-03-30,Outflow,Operations,13049.31,
TX_00471,2025-03-31,Inflow,Booking Revenue,242048.39,CLI_023
TX_00472,2025-03-31,Inflow,Booking Revenue,54913.74,CLI_021
TX_00473,2025-03-31,Inflow,Booking Revenue,34290.41,CLI_050
TX_00474,2025-03-31,Inflow,Booking Revenue,137769.27,CLI_022
TX_00475,2025-03-31,Outflow,Operations,18872.32,
TX_00476,2025-04-01,Inflow,Booking Revenue,233905.75,CLI_041
TX_00477,2025-04-01,Inflow,Booking Revenue,35527.51,CLI_043
TX_00478,2025-04-01,Inflow,Booking Revenue,135288.25,CLI_038
TX_00479,2025-04-01,Inflow,Booking Revenue,80199.44,CLI_017
TX_00480,2025-04-01,Outflow,Operations,13351.84,
TX_00481,2025-04-02,Inflow,Booking Revenue,78503.22,CLI_018
TX_00482,2025-04-02,Inflow,Booking Revenue,161757.35,CLI_027
TX_00483,2025-04-02,Inflow,Booking Revenue,103409.73,CLI_026
TX_00484,2025-04-02,Inflow,Booking Revenue,46451.84,CLI_036
TX_00485,2025-04-02,Inflow,Booking Revenue,167546.74,CLI_049
TX_00486,2025-04-02,Inflow,Booking Revenue,103819.84,CLI_040
TX_00487,2025-04-02,Outflow,Operations,10506.94,
TX_00488,2025-04-03,Inflow,Booking Revenue,135071.0,CLI_042
TX_00489,2025-04-03,Inflow,Booking Revenue,60931.0,CLI_016
TX_00490,2025-04-03,Outflow,Operations,18585.27,
TX_00491,2025-04-04,Inflow,Booking Revenue,152604.03,CLI_010
TX_00492,2025-04-04,Inflow,Booking Revenue,94050.05,CLI_011
TX_00493,2025-04-04,Inflow,Booking Revenue,143196.31,CLI_038
TX_00494,2025-04-04,Inflow,Booking Revenue,87731.23,CLI_022
TX_00495,2025-04-04,Outflow,Operations,8585.26,
TX_00496,2025-04-05,Inflow,Booking Revenue,169418.86,CLI_026
TX_00497,2025-04-05,Inflow,Booking Revenue,236371.84,CLI_014
TX_00498,2025-04-05,Inflow,Booking Revenue,149118.28,CLI_013
TX_00499,2025-04-05,Inflow,Booking Revenue,60065.1,CLI_013
TX_00500,2025-04-05,Inflow,Booking Revenue,143035.88,CLI_017
TX_00501,2025-04-05,Outflow,Operations,5169.04,
TX_00502,2025-04-06,Inflow,Booking Revenue,89764.44,CLI_015
TX_00503,2025-04-06,Inflow,Booking Revenue,117456.25,CLI_037
TX_00504,2025-04-06,Inflow,Booking Revenue,150245.7,CLI_008
TX_00505,2025-04-06,Inflow,Booking Revenue,160355.9,CLI_002
TX_00506,2025-04-06,Inflow,Booking Revenue,124512.05,CLI_031
TX_00507,2025-04-06,Outflow,Operations,8492.82,
TX_00508,2025-04-07,Inflow,Booking Revenue,78242.23,CLI_007
TX_00509,2025-04-07,Inflow,Booking Revenue,105651.28,CLI_010
TX_00510,2025-04-07,Inflow,Booking Revenue,189949.13,CLI_043
TX_00511,2025-04-07,Outflow,Operations,10125.11,
TX_00512,2025-04-08,Inflow,Booking Revenue,90090.51,CLI_010
TX_00513,2025-04-08,Inflow,Booking Revenue,68785.84,CLI_017
TX_00514,2025-04-08,Inflow,Booking Revenue,109828.47,CLI_009
TX_00515,2025-04-08,Outflow,Operations,15894.7,
TX_00516,2025-04-09,Inflow,Booking Revenue,40913.76,CLI_040
TX_00517,2025-04-09,Outflow,Operations,15396.98,
TX_00518,2025-04-10,Inflow,Booking Revenue,250863.11,CLI_030
TX_00519,2025-04-10,Inflow,Booking Revenue,174734.2,CLI_048
TX_00520,2025-04-10,Inflow,Booking Revenue,145896.34,CLI_050
TX_00521,2025-04-10,Outflow,Operations,12137.47,
TX_00522,2025-04-11,Inflow,Booking Revenue,134965.67,CLI_033
TX_00523,2025-04-11,Inflow,Booking Revenue,65875.22,CLI_021
TX_00524,2025-04-11,Inflow,Booking Revenue,86308.93,CLI_008
TX_00525,2025-04-11,Inflow,Booking Revenue,37002.97,CLI_036
TX_00526,2025-04-11,Inflow,Booking Revenue,190029.91,CLI_038
TX_00527,2025-04-11,Inflow,Booking Revenue,127893.25,CLI_019
TX_00528,2025-04-11,Inflow,Booking Revenue,58970.06,CLI_042
TX_00529,2025-04-11,Inflow,Booking Revenue,135770.58,CLI_049
TX_00530,2025-04-11,Outflow,Operations,14799.73,
TX_00531,2025-04-12,Inflow,Booking Revenue,101689.85,CLI_013
TX_00532,2025-04-12,Inflow,Booking Revenue,146641.73,CLI_008
TX_00533,2025-04-12,Inflow,Booking Revenue,121818.09,CLI_046
TX_00534,2025-04-12,Inflow,Booking Revenue,132929.66,CLI_023
TX_00535,2025-04-12,Inflow,Booking Revenue,198187.7,CLI_020
TX_00536,2025-04-12,Inflow,Booking Revenue,122518.2,CLI_031
TX_00537,2025-04-12,Outflow,Operations,14376.42,
TX_00538,2025-04-13,Inflow,Booking Revenue,96264.49,CLI_013
TX_00539,2025-04-13,Inflow,Booking Revenue,17598.86,CLI_001
TX_00540,2025-04-13,Inflow,Booking Revenue,121961.35,CLI_040
TX_00541,2025-04-13,Outflow,Operations,19634.58,
TX_00542,2025-04-14,Inflow,Booking Revenue,153400.0,CLI_043
TX_00543,2025-04-14,Inflow,Booking Revenue,41869.4,CLI_036
TX_00544,2025-04-14,Inflow,Booking Revenue,138321.46,CLI_042
TX_00545,2025-04-14,Inflow,Booking Revenue,130165.49,CLI_031
TX_00546,2025-04-14,Inflow,Booking Revenue,83625.21,CLI_001
TX_00547,2025-04-14,Inflow,Booking Revenue,252178.03,CLI_020
TX_00548,2025-04-14,Outflow,Operations,18021.85,
TX_00549,2025-04-15,Inflow,Booking Revenue,159344.78,CLI_007
TX_00550,2025-04-15,Inflow,Booking Revenue,82195.83,CLI_046
TX_00551,2025-04-15,Inflow,Booking Revenue,54861.42,CLI_024
TX_00552,2025-04-15,Inflow,Booking Revenue,22047.55,CLI_008
TX_00553,2025-04-15,Inflow,Booking Revenue,159931.13,CLI_017
TX_00554,2025-04-15,Outflow,Operations,11587.71,
TX_00555,2025-04-16,Inflow,Booking Revenue,81281.8,CLI_049
TX_00556,2025-04-16,Inflow,Booking Revenue,101833.38,CLI_017
TX_00557,2025-04-16,Outflow,Operations,10220.78,
TX_00558,2025-04-17,Inflow,Booking Revenue,85398.06,CLI_008
TX_00559,2025-04-17,Inflow,Booking Revenue,83391.17,CLI_039
TX_00560,2025-04-17,Inflow,Booking Revenue,17983.39,CLI_036
TX_00561,2025-04-17,Inflow,Booking Revenue,69285.79,CLI_029
TX_00562,2025-04-17,Outflow,Operations,16027.65,
TX_00563,2025-04-18,Inflow,Booking Revenue,105087.63,CLI_010
TX_00564,2025-04-18,Inflow,Booking Revenue,50452.55,CLI_047
TX_00565,2025-04-18,Inflow,Booking Revenue,114322.56,CLI_037
TX_00566,2025-04-18,Inflow,Booking Revenue,130514.87,CLI_045
TX_00567,2025-04-18,Inflow,Booking Revenue,60671.27,CLI_037
TX_00568,2025-04-18,Outflow,Operations,10706.49,
TX_00569,2025-04-19,Inflow,Booking Revenue,173885.13,CLI_030
TX_00570,2025-04-19,Inflow,Booking Revenue,14669.53,CLI_001
TX_00571,2025-04-19,Inflow,Booking Revenue,26796.98,CLI_013
TX_00572,2025-04-19,Outflow,Operations,13771.69,
TX_00573,2025-04-20,Inflow,Booking Revenue,50887.72,CLI_028
TX_00574,2025-04-20,Inflow,Booking Revenue,110243.1,CLI_012
TX_00575,2025-04-20,Inflow,Booking Revenue,50091.69,CLI_001
TX_00576,2025-04-20,Inflow,Booking Revenue,115145.96,CLI_005
TX_00577,2025-04-20,Inflow,Booking Revenue,153043.7,CLI_042
TX_00578,2025-04-20,Inflow,Booking Revenue,54812.76,CLI_035
TX_00579,2025-04-20,Outflow,Operations,7465.38,
TX_00580,2025-04-21,Inflow,Booking Revenue,236964.94,CLI_007
TX_00581,2025-04-21,Inflow,Booking Revenue,147729.91,CLI_044
TX_00582,2025-04-21,Inflow,Booking Revenue,218733.93,CLI_045
TX_00583,2025-04-21,Inflow,Booking Revenue,65972.34,CLI_044
TX_00584,2025-04-21,Inflow,Booking Revenue,51948.99,CLI_031
TX_00585,2025-04-21,Inflow,Booking Revenue,161925.44,CLI_038
TX_00586,2025-04-21,Inflow,Booking Revenue,28650.04,CLI_034
TX_00587,2025-04-21,Inflow,Booking Revenue,128961.55,CLI_050
TX_00588,2025-04-21,Inflow,Booking Revenue,27264.77,CLI_008
TX_00589,2025-04-21,Inflow,Booking Revenue,199072.55,CLI_033
TX_00590,2025-04-21,Inflow,Booking Revenue,42468.65,CLI_014
TX_00591,2025-04-21,Outflow,Operations,11967.1,
TX_00592,2025-04-22,Inflow,Booking Revenue,69191.24,CLI_014
TX_00593,2025-04-22,Inflow,Booking Revenue,37855.37,CLI_047
TX_00594,2025-04-22,Inflow,Booking Revenue,43111.4,CLI_040
TX_00595,2025-04-22,Inflow,Booking Revenue,186998.49,CLI_041
TX_00596,2025-04-22,Inflow,Booking Revenue,108988.25,CLI_021
TX_00597,2025-04-22,Inflow,Booking Revenue,176931.65,CLI_027
TX_00598,2025-04-22,Inflow,Booking Revenue,46750.05,CLI_038
TX_00599,2025-04-22,Outflow,Operations,9866.19,
TX_00600,2025-04-23,Inflow,Booking Revenue,64693.41,CLI_013
TX_00601,2025-04-23,Inflow,Booking Revenue,128239.86,CLI_010
TX_00602,2025-04-23,Outflow,Operations,5285.58,
TX_00603,2025-04-24,Inflow,Booking Revenue,178930.55,CLI_030
TX_00604,2025-04-24,Inflow,Booking Revenue,23213.82,CLI_004
TX_00605,2025-04-24,Inflow,Booking Revenue,83734.63,CLI_046
TX_00606,2025-04-24,Outflow,Operations,15731.94,
TX_00607,2025-04-25,Inflow,Booking Revenue,62393.31,CLI_036
TX_00608,2025-04-25,Inflow,Booking Revenue,67086.35,CLI_049
TX_00609,2025-04-25,Inflow,Booking Revenue,26341.11,CLI_010
TX_00610,2025-04-25,Inflow,Booking Revenue,100195.79,CLI_008
TX_00611,2025-04-25,Outflow,Operations,8596.51,
TX_00612,2025-04-26,Inflow,Booking Revenue,137558.29,CLI_017
TX_00613,2025-04-26,Inflow,Booking Revenue,16508.65,CLI_048
TX_00614,2025-04-26,Inflow,Booking Revenue,64842.83,CLI_017
TX_00615,2025-04-26,Inflow,Booking Revenue,57916.45,CLI_026
TX_00616,2025-04-26,Inflow,Booking Revenue,105644.74,CLI_009
TX_00617,2025-04-26,Inflow,Booking Revenue,58511.28,CLI_021
TX_00618,2025-04-26,Inflow,Booking Revenue,75064.25,CLI_047
TX_00619,2025-04-26,Outflow,Operations,17249.14,
TX_00620,2025-04-27,Inflow,Booking Revenue,97767.25,CLI_042
TX_00621,2025-04-27,Inflow,Booking Revenue,76505.95,CLI_038
TX_00622,2025-04-27,Inflow,Booking Revenue,32843.48,CLI_049
TX_00623,2025-04-27,Inflow,Booking Revenue,100048.95,CLI_021
TX_00624,2025-04-27,Inflow,Booking Revenue,198175.98,CLI_023
TX_00625,2025-04-27,Inflow,Booking Revenue,112914.03,CLI_034
TX_00626,2025-04-27,Inflow,Booking Revenue,140969.44,CLI_019
TX_00627,2025-04-27,Inflow,Booking Revenue,110250.11,CLI_016
TX_00628,2025-04-27,Outflow,Operations,14497.07,
TX_00629,2025-04-28,Inflow,Booking Revenue,88514.08,CLI_008
TX_00630,2025-04-28,Inflow,Booking Revenue,159894.99,CLI_024
TX_00631,2025-04-28,Inflow,Booking Revenue,86140.79,CLI_024
TX_00632,2025-04-28,Inflow,Booking Revenue,215119.56,CLI_022
TX_00633,2025-04-28,Inflow,Booking Revenue,72204.66,CLI_033
TX_00634,2025-04-28,Inflow,Booking Revenue,173531.56,CLI_039
TX_00635,2025-04-28,Inflow,Booking Revenue,20525.5,CLI_031
TX_00636,2025-04-28,Outflow,Operations,8429.32,
TX_00637,2025-04-29,Inflow,Booking Revenue,136492.91,CLI_015
TX_00638,2025-04-29,Inflow,Booking Revenue,160253.92,CLI_038
TX_00639,2025-04-29,Inflow,Booking Revenue,146944.99,CLI_009
TX_00640,2025-04-29,Inflow,Booking Revenue,173576.61,CLI_026
TX_00641,2025-04-29,Inflow,Booking Revenue,208059.58,CLI_027
TX_00642,2025-04-29,Inflow,Booking Revenue,175823.24,CLI_030
TX_00643,2025-04-29,Inflow,Booking Revenue,254098.41,CLI_020
TX_00644,2025-04-29,Inflow,Booking Revenue,175095.54,CLI_029
TX_00645,2025-04-29,Inflow,Booking Revenue,119135.69,CLI_003
TX_00646,2025-04-29,Inflow,Booking Revenue,36169.06,CLI_001
TX_00647,2025-04-29,Inflow,Booking Revenue,37786.75,CLI_026
TX_00648,2025-04-29,Inflow,Booking Revenue,206055.89,CLI_005
TX_00649,2025-04-29,Inflow,Booking Revenue,154742.91,CLI_008
TX_00650,2025-04-29,Inflow,Booking Revenue,162914.78,CLI_046
TX_00651,2025-04-29,Inflow,Booking Revenue,53820.91,CLI_029
TX_00652,2025-04-29,Inflow,Booking Revenue,159835.55,CLI_027
TX_00653,2025-04-29,Outflow,Operations,8344.36,
TX_00654,2025-04-30,Inflow,Booking Revenue,47717.4,CLI_017
TX_00655,2025-04-30,Inflow,Booking Revenue,157116.49,CLI_046
TX_00656,2025-04-30,Inflow,Booking Revenue,159793.95,CLI_021
TX_00657,2025-04-30,Inflow,Booking Revenue,62458.94,CLI_040
TX_00658,2025-04-30,Outflow,Operations,10684.55,
TX_00659,2025-05-01,Inflow,Booking Revenue,40035.85,CLI_041
TX_00660,2025-05-01,Inflow,Booking Revenue,34396.63,CLI_005
TX_00661,2025-05-01,Inflow,Booking Revenue,131466.94,CLI_019
TX_00662,2025-05-01,Inflow,Booking Revenue,135631.23,CLI_017
TX_00663,2025-05-01,Outflow,Operations,5795.66,
TX_00664,2025-05-02,Inflow,Booking Revenue,105336.45,CLI_025
TX_00665,2025-05-02,Inflow,Booking Revenue,63682.5,CLI_009
TX_00666,2025-05-02,Inflow,Booking Revenue,208004.97,CLI_038
TX_00667,2025-05-02,Inflow,Booking Revenue,116555.98,CLI_042
TX_00668,2025-05-02,Inflow,Booking Revenue,100875.32,CLI_010
TX_00669,2025-05-02,Inflow,Booking Revenue,165923.32,CLI_031
TX_00670,2025-05-02,Inflow,Booking Revenue,125785.43,CLI_001
TX_00671,2025-05-02,Inflow,Booking Revenue,19620.37,CLI_024
TX_00672,2025-05-02,Outflow,Operations,6480.12,
TX_00673,2025-05-03,Inflow,Booking Revenue,152204.67,CLI_010
TX_00674,2025-05-03,Inflow,Booking Revenue,115038.88,CLI_038
TX_00675,2025-05-03,Inflow,Booking Revenue,49576.21,CLI_022
TX_00676,2025-05-03,Outflow,Operations,10125.8,
TX_00677,2025-05-04,Inflow,Booking Revenue,172185.39,CLI_022
TX_00678,2025-05-04,Inflow,Booking Revenue,27118.52,CLI_023
TX_00679,2025-05-04,Inflow,Booking Revenue,92437.21,CLI_007
TX_00680,2025-05-04,Inflow,Booking Revenue,161521.29,CLI_049
TX_00681,2025-05-04,Inflow,Booking Revenue,219350.22,CLI_006
TX_00682,2025-05-04,Outflow,Operations,9410.45,
TX_00683,2025-05-05,Inflow,Booking Revenue,180173.85,CLI_045
TX_00684,2025-05-05,Inflow,Booking Revenue,46882.48,CLI_002
TX_00685,2025-05-05,Inflow,Booking Revenue,76217.53,CLI_048
TX_00686,2025-05-05,Inflow,Booking Revenue,97579.9,CLI_042
TX_00687,2025-05-05,Inflow,Booking Revenue,15800.69,CLI_019
TX_00688,2025-05-05,Outflow,Operations,17578.38,
TX_00689,2025-05-06,Inflow,Booking Revenue,249689.24,CLI_043
TX_00690,2025-05-06,Inflow,Booking Revenue,247829.35,CLI_043
TX_00691,2025-05-06,Inflow,Booking Revenue,140057.71,CLI_037
TX_00692,2025-05-06,Inflow,Booking Revenue,90799.41,CLI_013
TX_00693,2025-05-06,Inflow,Booking Revenue,108482.77,CLI_029
TX_00694,2025-05-06,Outflow,Operations,10977.39,
TX_00695,2025-05-07,Inflow,Booking Revenue,106866.2,CLI_045
TX_00696,2025-05-07,Inflow,Booking Revenue,60588.6,CLI_028
TX_00697,2025-05-07,Inflow,Booking Revenue,82681.64,CLI_003
TX_00698,2025-05-07,Outflow,Operations,18319.72,
TX_00699,2025-05-08,Inflow,Booking Revenue,19024.75,CLI_018
TX_00700,2025-05-08,Inflow,Booking Revenue,34662.55,CLI_010
TX_00701,2025-05-08,Inflow,Booking Revenue,204389.99,CLI_045
TX_00702,2025-05-08,Inflow,Booking Revenue,71020.19,CLI_036
TX_00703,2025-05-08,Inflow,Booking Revenue,63216.83,CLI_017
TX_00704,2025-05-08,Outflow,Operations,19120.11,
TX_00705,2025-05-09,Inflow,Booking Revenue,108871.74,CLI_036
TX_00706,2025-05-09,Inflow,Booking Revenue,211750.67,CLI_014
TX_00707,2025-05-09,Inflow,Booking Revenue,242976.49,CLI_041
TX_00708,2025-05-09,Inflow,Booking Revenue,76806.43,CLI_044
TX_00709,2025-05-09,Outflow,Operations,6789.68,
TX_00710,2025-05-10,Inflow,Booking Revenue,132319.16,CLI_002
TX_00711,2025-05-10,Inflow,Booking Revenue,128096.86,CLI_020
TX_00712,2025-05-10,Inflow,Booking Revenue,27069.84,CLI_050
TX_00713,2025-05-10,Inflow,Booking Revenue,239106.32,CLI_011
TX_00714,2025-05-10,Inflow,Booking Revenue,125158.11,CLI_010
TX_00715,2025-05-10,Outflow,Operations,16126.64,
TX_00716,2025-05-11,Inflow,Booking Revenue,64191.09,CLI_040
TX_00717,2025-05-11,Inflow,Booking Revenue,180306.86,CLI_050
TX_00718,2025-05-11,Inflow,Booking Revenue,253135.5,CLI_015
TX_00719,2025-05-11,Inflow,Booking Revenue,63194.38,CLI_023
TX_00720,2025-05-11,Outflow,Operations,6973.0,
TX_00721,2025-05-12,Inflow,Booking Revenue,229029.83,CLI_011
TX_00722,2025-05-12,Inflow,Booking Revenue,62745.45,CLI_012
TX_00723,2025-05-12,Inflow,Booking Revenue,135134.2,CLI_021
TX_00724,2025-05-12,Inflow,Booking Revenue,185492.64,CLI_032
TX_00725,2025-05-12,Outflow,Operations,11720.69,
TX_00726,2025-05-13,Inflow,Booking Revenue,211959.67,CLI_043
TX_00727,2025-05-13,Inflow,Booking Revenue,49362.4,CLI_037
TX_00728,2025-05-13,Inflow,Booking Revenue,69285.25,CLI_027
TX_00729,2025-05-13,Inflow,Booking Revenue,98664.54,CLI_015
TX_00730,2025-05-13,Inflow,Booking Revenue,154567.38,CLI_047
TX_00731,2025-05-13,Outflow,Operations,8596.22,
TX_00732,2025-05-14,Inflow,Booking Revenue,143644.21,CLI_005
TX_00733,2025-05-14,Inflow,Booking Revenue,91576.87,CLI_027
TX_00734,2025-05-14,Inflow,Booking Revenue,51813.46,CLI_017
TX_00735,2025-05-14,Inflow,Booking Revenue,16768.63,CLI_048
TX_00736,2025-05-14,Inflow,Booking Revenue,154340.19,CLI_010
TX_00737,2025-05-14,Outflow,Operations,14796.69,
TX_00738,2025-05-15,Inflow,Booking Revenue,151286.18,CLI_022
TX_00739,2025-05-15,Inflow,Booking Revenue,43962.77,CLI_035
TX_00740,2025-05-15,Inflow,Booking Revenue,165199.19,CLI_026
TX_00741,2025-05-15,Inflow,Booking Revenue,125976.43,CLI_026
TX_00742,2025-05-15,Inflow,Booking Revenue,155834.95,CLI_040
TX_00743,2025-05-15,Inflow,Booking Revenue,70584.64,CLI_036
TX_00744,2025-05-15,Inflow,Booking Revenue,103143.42,CLI_047
TX_00745,2025-05-15,Inflow,Booking Revenue,163331.37,CLI_040
TX_00746,2025-05-15,Outflow,Operations,14196.14,
TX_00747,2025-05-16,Inflow,Booking Revenue,42344.27,CLI_021
TX_00748,2025-05-16,Inflow,Booking Revenue,166612.61,CLI_042
TX_00749,2025-05-16,Inflow,Booking Revenue,129367.71,CLI_033
TX_00750,2025-05-16,Inflow,Booking Revenue,14852.26,CLI_039
TX_00751,2025-05-16,Inflow,Booking Revenue,146724.09,CLI_002
TX_00752,2025-05-16,Inflow,Booking Revenue,107148.31,CLI_037
TX_00753,2025-05-16,Outflow,Operations,8846.19,
TX_00754,2025-05-17,Inflow,Booking Revenue,120236.02,CLI_005
TX_00755,2025-05-17,Outflow,Operations,8865.45,
TX_00756,2025-05-18,Inflow,Booking Revenue,102082.55,CLI_035
TX_00757,2025-05-18,Inflow,Booking Revenue,72913.78,CLI_049
TX_00758,2025-05-18,Inflow,Booking Revenue,58543.24,CLI_042
TX_00759,2025-05-18,Inflow,Booking Revenue,63311.87,CLI_033
TX_00760,2025-05-18,Outflow,Operations,15852.74,
TX_00761,2025-05-19,Inflow,Booking Revenue,35647.32,CLI_009
TX_00762,2025-05-19,Inflow,Booking Revenue,222976.11,CLI_022
TX_00763,2025-05-19,Inflow,Booking Revenue,100618.96,CLI_014
TX_00764,2025-05-19,Inflow,Booking Revenue,34355.31,CLI_036
TX_00765,2025-05-19,Outflow,Operations,9782.95,
TX_00766,2025-05-20,Inflow,Booking Revenue,36753.87,CLI_024
TX_00767,2025-05-20,Inflow,Booking Revenue,234862.45,CLI_020
TX_00768,2025-05-20,Inflow,Booking Revenue,122029.49,CLI_020
TX_00769,2025-05-20,Outflow,Operations,18278.69,
TX_00770,2025-05-21,Inflow,Booking Revenue,157451.14,CLI_015
TX_00771,2025-05-21,Inflow,Booking Revenue,164552.96,CLI_029
TX_00772,2025-05-21,Inflow,Booking Revenue,190273.29,CLI_006
TX_00773,2025-05-21,Inflow,Booking Revenue,99297.21,CLI_021
TX_00774,2025-05-21,Inflow,Booking Revenue,148227.7,CLI_020
TX_00775,2025-05-21,Inflow,Booking Revenue,134704.55,CLI_026
TX_00776,2025-05-21,Inflow,Booking Revenue,184868.65,CLI_007
TX_00777,2025-05-21,Inflow,Booking Revenue,125719.23,CLI_019
TX_00778,2025-05-21,Inflow,Booking Revenue,104544.59,CLI_030
TX_00779,2025-05-21,Outflow,Operations,13111.51,
TX_00780,2025-05-22,Inflow,Booking Revenue,76546.42,CLI_022
TX_00781,2025-05-22,Inflow,Booking Revenue,118959.85,CLI_008
TX_00782,2025-05-22,Inflow,Booking Revenue,251286.09,CLI_006
TX_00783,2025-05-22,Outflow,Operations,14569.02,
TX_00784,2025-05-23,Inflow,Booking Revenue,171111.6,CLI_011
TX_00785,2025-05-23,Inflow,Booking Revenue,79779.3,CLI_032
TX_00786,2025-05-23,Inflow,Booking Revenue,57346.12,CLI_043
TX_00787,2025-05-23,Inflow,Booking Revenue,83206.89,CLI_050
TX_00788,2025-05-23,Outflow,Operations,12707.56,
TX_00789,2025-05-24,Inflow,Booking Revenue,156619.17,CLI_025
