previous_consumption,people,temperature,day_of_week,is_holiday,food_demand
58,9,32,0,0,209.13514474712446
128,10,21,4,0,237.49089503801883
200,2,18,5,1,207.39802792885283
61,4,19,1,1,175.776554573771
205,13,37,2,1,435.48291163046406
442,8,30,5,1,417.03555535323005
417,7,17,5,1,384.35912534910614
242,1,32,2,0,187.05948399402686
141,5,37,2,1,249.90247805991416
152,7,35,3,1,251.39239225348683
182,4,28,5,0,184.53605719320439
234,1,29,4,0,206.06120977317556
240,9,31,1,0,287.330680957885
254,14,15,0,1,409.2966193535538
350,5,39,0,0,314.4770189589657
165,11,35,4,1,308.98927230586906
258,2,31,2,0,170.2286132113706
95,8,37,2,1,300.76922693106684
28,11,39,2,1,248.89167063968247
93,13,25,5,1,320.2125476797188
461,2,31,2,1,359.57901588753964
420,3,28,2,0,284.7359554190706
272,14,34,5,0,402.9294926329289
249,10,33,5,1,380.07647820015626
26,1,35,4,0,103.86632369640948
193,11,21,3,1,324.2884886705149
160,2,38,5,0,190.73809259350645
187,14,27,1,0,355.4553067162885
189,7,32,2,1,274.09166840874946
412,10,37,3,1,484.0098091354746
453,2,28,0,0,316.6484116992287
302,6,15,4,1,264.15937645521865
141,3,21,3,0,167.93349298343492
213,4,22,5,0,198.1896830001273
24,11,32,2,0,235.21127618703815
48,13,23,2,1,295.1638966839348
184,8,15,2,1,256.1410499402781
441,14,36,3,0,538.5607572578871
358,3,31,2,1,286.1336454946316
155,10,33,5,1,324.6337495459688
384,6,20,3,0,329.62703162309833
340,1,17,2,1,249.82425550056004
361,7,38,0,1,387.68028383044054
164,8,19,0,0,232.4597343402642
346,11,16,1,1,383.9364010840406
236,14,34,2,0,379.5817368365432
320,8,39,2,1,411.1708690253556
151,3,18,3,1,177.6650655300615
311,14,24,3,0,456.1437133361276
89,10,24,6,0,255.87880637591536
271,1,38,2,1,203.14740570787148
434,9,35,1,0,439.66518032455133
294,13,25,2,0,390.93680388554833
464,6,30,5,1,384.2009650523235
383,11,31,3,0,444.58510399651925
201,9,30,2,1,316.7816613309294
186,7,21,3,1,259.5813527943643
110,1,30,2,0,137.50380033884588
221,12,17,4,1,377.3566067911247
365,12,30,3,0,424.76830396396315
38,1,22,1,1,108.83638695790678
58,6,26,4,0,157.06267971093493
145,5,17,5,0,204.015136980642
470,9,31,2,1,464.46101573117556
192,2,35,6,0,191.49113745166
160,8,32,5,0,257.0098624608246
261,11,25,3,0,366.0365119117411
239,5,18,4,1,255.25352807401745
145,2,30,5,1,213.08795236270643
77,13,31,1,0,286.0685059328693
167,10,23,6,0,293.9461096756548
495,11,20,3,1,486.64192360684723
475,11,38,4,1,489.4849002283209
336,12,34,5,1,444.26047804746554
402,6,39,4,0,325.1879416719772
380,10,16,4,1,387.11920317936296
442,8,23,5,0,355.44387189480705
20,4,35,0,1,209.95000186359349
406,2,20,2,0,241.67938767966774
480,12,17,3,1,535.7158125443596
367,11,34,3,0,426.78559065336964
209,5,20,6,1,239.12265664093957
210,12,21,6,1,373.12720201241655
388,2,15,6,0,241.109705616809
428,2,37,3,1,319.80902239184786
331,6,15,4,1,317.0814053641766
436,11,19,6,1,465.0014539265248
441,10,20,5,1,466.06821790523776
136,9,27,2,0,266.95460219117984
153,13,16,1,0,292.91308952661336
77,4,29,3,1,214.22552164161647
63,6,29,5,0,202.7595165247208
192,7,27,2,0,260.3803505554308
179,13,39,2,0,386.7155549364699
192,11,28,0,0,360.69620621969614
336,6,36,5,0,319.1283211981253
322,8,21,3,1,335.0064463543399
168,4,28,6,0,188.5462161914407
99,12,38,4,1,308.5069994006831
393,1,24,6,0,271.32429569233386
232,7,31,2,1,280.80193597312626
222,3,28,2,1,267.30028468143394
271,14,22,1,1,406.05636727653024
248,6,18,6,0,277.1741559768832
183,2,30,0,0,130.35923403359104
246,9,38,2,1,356.29624744592337
166,1,27,2,1,156.13979168487492
39,6,36,4,0,208.56709845176405
460,6,39,4,0,431.5804959700766
421,5,34,1,1,336.61842205301247
66,13,32,5,0,309.31723116667575
252,5,28,1,0,278.37374707317815
324,1,32,1,0,247.51369050421653
33,10,19,4,0,216.26326618824044
162,12,23,6,0,317.3211002955113
434,5,17,6,0,343.3901696400024
20,2,22,6,1,92.1506591904732
392,7,34,5,1,423.00988688880034
73,3,36,4,1,187.6869267179086
393,13,24,0,1,472.486676795396
278,4,36,3,1,312.3324989848214
163,3,33,3,1,197.08462422340918
490,3,35,0,0,328.9311563050119
460,4,17,6,0,321.5793567539425
478,5,25,3,1,424.87077862761595
31,1,25,5,1,86.79234742599029
349,4,31,4,1,330.0030888133295
243,12,30,3,0,347.16632184127843
291,12,21,5,0,350.48043141494094
475,11,18,4,0,448.5149673195368
377,8,37,5,0,397.68750998778904
479,10,33,0,1,469.7489706207356
427,7,26,1,1,428.24500511933564
175,9,29,0,1,318.95007252985073
392,5,25,3,1,346.16644070973456
27,13,19,4,0,253.45036071810537
141,10,19,5,0,299.22695029312433
367,4,29,3,1,346.57061502201367
183,8,32,3,0,261.5260612948238
109,9,25,1,0,239.12585009445957
155,13,26,6,0,327.1253774234301
205,7,16,3,0,252.8071357528991
335,14,34,1,1,480.2909544173846
197,7,29,4,0,299.4064781790434
47,5,34,4,1,191.9662714259766
239,4,18,5,0,180.90188605146415
376,14,36,6,0,474.290571389945
60,10,32,1,1,265.17749601607784
247,1,20,0,1,178.41938019702312
211,10,37,4,0,315.4295203666577
430,10,33,6,0,423.8322406364536
466,7,25,5,1,440.7960843250097
164,1,38,0,0,143.3350336420425
220,1,16,4,0,163.99570535150568
436,5,22,4,1,411.4096124304238
231,13,25,5,0,357.0027672864664
480,9,19,5,0,408.91519020669654
239,6,32,2,0,287.895530389554
259,3,37,3,0,258.94363191827216
432,13,32,3,0,503.3512444780804
416,3,28,0,1,335.6577774420265
65,7,36,3,0,223.5438582329926
54,6,24,0,1,209.36201577748042
272,9,17,6,1,328.28888213697394
409,6,23,4,0,338.2203962003594
101,5,17,2,1,189.2760165708046
390,10,25,2,0,370.2460037071917
275,7,26,4,1,316.7264321309272
216,1,26,5,1,234.92329053533757
322,12,17,1,1,425.75433231342237
428,7,35,1,0,377.4012816856902
469,3,21,3,1,351.18515702934735
29,14,28,5,1,329.92779778855083
331,9,38,0,1,415.3681137508444
305,6,25,6,0,308.4982190498161
261,9,21,2,0,318.1825623758935
270,13,39,3,1,442.30822805460247
384,5,35,4,1,363.6821463430723
24,7,24,5,1,171.09782879479587
138,13,25,2,1,357.84469770936516
308,14,29,0,0,417.5649596398518
393,4,33,0,0,289.5422621228631
84,7,30,1,0,196.08682013577135
165,13,36,3,1,396.54579378905623
243,1,35,4,0,168.17671237468107
258,7,34,2,1,311.4095096960841
196,8,26,6,1,302.7426680263843
286,5,32,0,1,340.1143728678853
360,2,37,2,0,303.9995213786764
301,5,27,4,1,339.53269237259946
82,6,19,2,0,173.15563697452433
236,12,18,3,1,359.81639131065936
361,2,28,1,0,283.3661334886591
334,14,22,2,1,433.0126544032549
302,6,23,5,0,267.4523349953073
196,6,39,1,1,272.8982044966396
480,1,33,4,0,342.7776924193012
436,14,17,1,1,475.3083884504568
117,1,19,2,1,161.51206817032536
124,14,35,2,1,374.96900567302106
118,11,32,5,0,310.0347929908919
404,10,15,0,1,389.89235637269877
424,3,22,5,1,318.4896868663598
330,14,33,2,1,480.0797812875909
25,10,31,6,0,215.88080186599694
495,10,31,1,1,439.6329990303463
484,12,25,5,1,474.55481095180414
216,3,16,5,0,162.73486611958015
370,4,20,6,1,294.2170773927916
152,2,36,6,0,191.63566363669258
377,9,28,6,1,416.2409738168949
278,10,17,0,0,326.2444922675632
456,12,26,2,0,500.17338016478334
42,11,18,2,0,245.50448911135666
72,14,26,4,1,344.03638580402105
184,7,27,0,1,251.09467879997152
221,7,16,4,0,248.6907987246199
477,6,16,4,1,396.4739332464253
102,3,29,4,1,175.69545541478357
164,6,37,3,0,280.12759561564815
104,14,31,4,0,325.02407821147926
97,12,21,5,0,245.93302469524193
476,8,28,1,0,394.0524525850183
385,8,26,5,1,440.1468467645313
20,11,31,5,1,258.59754045456214
70,13,28,2,1,274.4294211359876
192,9,20,3,1,289.01311038867
224,1,33,4,1,186.46761013032338
279,14,38,2,1,473.846215969416
465,1,20,0,0,248.4029584173771
468,3,32,0,1,344.95589819326375
388,3,38,2,1,345.0797712102225
307,10,19,1,1,393.68760334032885
53,8,38,2,0,221.1113186304134
367,10,38,2,0,384.34709124401905
114,1,20,3,1,145.65125981390685
91,13,16,0,0,263.1440507204773
58,2,22,0,0,125.65404346432223
173,2,29,4,1,221.59576002826094
269,3,29,5,1,256.75681075038676
181,13,25,2,1,381.09545620806256
457,6,36,2,0,395.9245122839831
137,1,36,1,0,182.83618933440565
278,2,38,6,1,289.7436261339715
398,13,15,6,0,434.9399144975527
325,13,32,0,0,448.05918957341925
287,1,26,1,0,210.80809363115202
468,5,26,3,1,375.5379908812186
73,13,39,4,1,343.5167947738821
255,13,25,1,1,395.39171391742906
408,7,22,0,1,395.083930982994
497,8,21,3,1,441.73888069956377
241,10,37,2,0,352.5587374484106
270,1,35,3,0,195.91770534208973
332,7,16,5,0,313.1657307071125
420,13,25,1,0,429.2955442629158
131,5,36,0,0,231.735203630707
274,10,24,1,0,354.26508753178075
322,1,17,2,1,246.9590826521358
426,3,34,6,1,362.2017381670506
226,7,24,2,0,261.5268785877416
248,10,32,0,1,355.9354265673925
360,1,28,5,0,250.70041589141243
417,7,32,4,0,417.1536984321834
85,5,38,3,1,228.08637833576046
94,1,22,3,1,109.0850179190086
454,1,24,2,0,255.8328206752172
122,14,36,1,1,344.23851297019587
441,1,27,6,0,281.9480683946308
211,11,35,1,0,365.8159816873269
271,9,22,5,0,294.0303242726261
245,11,18,4,0,351.9349296919099
313,13,18,1,0,391.0889678347315
325,3,19,3,1,285.16887336556636
117,13,15,6,0,292.6207917676739
357,5,31,1,1,357.31330593408757
305,11,16,6,0,341.2726902395569
354,10,22,4,1,354.3116882156972
366,12,21,3,0,393.2328595506872
454,9,29,6,1,432.24241628927643
466,6,39,1,0,407.21124967408554
327,12,19,3,0,385.88477834980677
268,9,16,2,1,325.5524075382955
185,8,21,2,1,319.6104996014017
491,8,22,5,1,426.6854277474671
354,1,21,2,1,219.4853332522222
49,13,21,1,1,293.88913346811574
266,9,28,4,1,377.78389944187893
125,6,35,3,0,228.24321755205548
70,9,32,6,0,226.86723011721912
100,3,20,0,0,139.80895010280022
152,12,18,2,1,358.7781312861901
304,3,24,2,1,257.4974394407863
407,6,32,0,1,388.11746368408507
157,9,26,6,0,278.89885552321243
203,7,30,6,1,301.57774381331194
420,14,39,0,0,493.0426588150947
349,13,21,6,1,432.9734826711638
292,3,20,1,1,255.29611050616433
359,3,19,6,1,303.1406465084533
491,2,17,3,0,318.975447237177
88,9,26,6,1,302.8943716769709
53,13,29,2,0,248.7642097202737
281,3,24,4,1,298.658133797092
72,11,34,1,1,294.91047341151
469,5,33,1,1,403.6882595722377
224,14,30,6,1,429.1746627031867
145,14,25,4,0,349.5481682031995
254,9,22,4,1,359.13236067830024
62,8,17,5,0,212.49554577841903
259,2,37,4,1,262.7033800943204
478,3,21,6,1,383.7526176156809
390,2,37,6,1,316.416876277566
130,8,21,0,0,220.89406048556182
268,6,28,2,1,306.35969862034324
170,6,16,5,0,196.46740774206933
202,12,24,6,0,330.1971264869175
355,9,33,0,1,426.4284944381483
114,8,23,5,0,236.02691954903295
478,4,30,2,1,376.73631333583455
393,12,33,5,0,428.5895856978711
419,4,32,0,0,316.39306008521464
27,9,23,3,0,196.27583644635604
407,1,30,6,0,246.8831308491516
379,13,27,2,1,450.6879920229573
407,2,24,1,0,272.3235785464979
203,2,39,2,1,260.6074191572471
300,13,34,2,0,410.356594576583
214,13,28,2,1,408.11717968931714
371,6,26,3,1,361.25149586381946
214,4,39,6,0,235.51401668360853
174,13,33,0,0,339.3371620112673
112,11,21,6,1,269.67883762843326
179,10,37,1,0,361.56363851394354
453,13,29,0,0,501.7102510302488
80,3,30,5,0,157.07451150915065
141,3,22,5,0,133.43380632783968
70,3,24,5,0,118.96747822587741
422,6,18,0,0,317.49332644619557
296,14,33,4,0,426.55136466107825
24,8,33,3,0,179.4538549213872
485,11,35,4,0,464.094188391011
111,7,29,6,1,230.4769009732209
189,14,28,5,0,355.7049335047172
336,4,15,3,0,259.4284996087361
41,11,30,0,0,241.23476111974037
424,12,24,5,0,470.6581293082325
345,4,33,0,0,314.72213808906275
20,11,36,3,1,261.3393440280219
152,10,17,0,1,296.51211362886846
252,11,19,0,0,314.9867779587341
31,11,23,1,1,248.59752143438624
365,14,32,6,0,466.0839440655208
65,11,25,4,0,260.8129998116782
53,2,30,4,1,134.75135971422011
452,14,16,4,1,475.9026082642898
97,1,26,2,1,147.25406995448662
237,9,36,1,1,364.1924481716389
320,12,20,5,1,397.2342233876655
430,12,25,5,0,461.33109035131196
92,2,22,5,0,132.7858600653088
301,13,26,4,0,384.44257928192786
268,8,16,6,1,338.60324371718326
66,9,23,4,0,237.21454568634985
140,4,29,6,1,259.3533621124725
233,8,16,1,0,302.7351943596755
258,9,15,6,1,305.94773554951564
75,10,24,0,1,283.99965041731605
369,10,16,4,0,384.0925859317863
126,5,26,5,0,183.0303360115426
338,13,37,0,0,447.09849456132065
67,14,22,4,0,249.94752699552365
80,7,19,3,1,174.89228664214068
356,10,36,2,0,365.70716119065304
45,4,15,4,1,150.28513842853454
311,1,29,3,0,237.23018263840123
276,3,20,1,0,217.5223177365116
27,5,26,3,0,174.9233825751853
132,3,22,1,0,174.7415080581857
374,12,27,4,0,389.0337363042034
272,13,33,1,1,423.56051588229155
199,11,15,3,0,275.70629367637395
226,7,25,6,1,306.27991737443017
322,12,34,2,0,408.3884215046926
146,9,15,0,1,250.34043252187115
75,12,22,0,0,295.3894506105587
233,6,19,2,0,245.64793815917488
33,13,31,5,0,265.17920921059516
493,10,22,0,1,465.4372010107939
47,1,39,4,1,178.87336092417252
490,7,24,5,0,416.2254927966811
97,3,16,4,0,122.25297783669765
235,5,23,3,0,218.65820639800756
405,10,38,3,1,441.7760972368084
384,4,37,5,0,316.35714777990603
173,10,17,5,1,310.64331518431106
33,5,32,5,0,170.63063801973422
206,5,21,5,1,235.48917682049915
331,6,29,1,1,359.51520366743006
390,14,35,6,1,486.82768224063807
26,10,36,5,0,222.7645269206896
22,12,34,6,1,260.0095295858908
130,10,32,5,0,249.41384507633222
426,13,39,3,1,497.6114527840693
257,13,17,4,0,356.98536488221293
382,11,37,6,1,440.1203723877842
258,6,28,3,1,334.9616872341141
293,8,38,0,0,323.8500602734208
313,8,16,1,0,312.1789280500284
246,11,28,1,1,400.40485934505335
390,9,36,4,1,433.85025208547506
34,8,25,5,0,179.72168351661958
211,13,30,3,1,393.44017173107113
492,11,22,0,1,473.7653067187871
138,2,21,3,0,120.98381611914613
47,14,25,5,0,295.7541257206894
221,14,17,5,0,342.83777045827117
58,12,31,2,1,319.7350652706085
460,10,28,3,1,481.9252559905383
292,12,20,4,1,399.3263301875025
250,11,22,3,0,353.41771778176314
105,1,36,1,1,158.6188156396234
493,10,19,0,0,450.17553811310023
145,2,22,6,0,162.071457945557
319,2,16,4,1,245.47157021510165
44,12,29,2,0,251.40561221801667
164,3,26,0,1,215.58057091654933
32,10,31,0,0,267.36488910323544
231,7,15,6,0,245.85529077352993
44,2,29,1,0,100.98455253413253
87,14,28,1,1,363.06789603153555
413,1,34,1,0,290.862651113987
86,14,36,4,1,372.32042129969204
252,6,30,3,0,305.4926225503024
128,9,23,0,0,206.8595222786035
165,3,15,3,0,156.7484081710215
130,6,31,3,1,242.40392593368452
247,3,27,1,1,233.25338465109832
130,14,35,3,1,336.62731818278525
489,13,35,0,1,507.67003691945314
53,1,19,0,1,111.58737563738836
130,14,24,5,0,312.31927941362335
283,13,20,2,0,360.46332826160454
443,12,38,4,1,509.3885475942952
388,5,33,3,1,351.15705899247854
255,10,39,4,1,411.30361277557205
102,14,27,4,1,332.5823152162547
61,13,15,4,0,285.60643039945126
444,11,34,6,1,484.39968535904194
120,4,39,5,1,214.96200812249913
25,7,29,4,1,191.0087048491763
199,6,28,5,1,305.77588510262086
301,10,22,0,0,358.416667599113
339,7,24,6,0,307.3116363417316
245,5,23,3,1,275.88153136449216
462,4,31,5,0,305.8264238263932
459,7,23,2,0,353.8679136277601
334,7,17,4,1,320.9942266165192
384,6,25,6,1,346.5036547279897
473,8,26,2,0,432.7602944016001
248,4,24,0,0,193.7162665451839
396,10,39,0,0,397.44386941831254
308,5,31,1,0,300.0478896658074
456,4,31,4,0,354.60544626510136
169,12,39,1,1,365.5045832883729
296,1,25,6,0,254.04977857593798
217,12,36,2,0,372.8481418373599
89,8,18,3,0,224.95649411312206
131,1,21,1,0,121.48399763133772
23,5,35,0,0,145.6283571290638
369,6,28,4,0,319.8574124520449
350,6,21,2,0,325.55329822745074
465,13,38,5,0,518.9549667540941
337,5,22,6,1,313.1278373503176
369,3,15,6,1,298.9316810925804
114,5,38,0,0,227.2523610803443
171,12,36,5,1,356.22141040435423
330,8,18,6,1,344.1320905055141
156,14,26,3,1,378.9328100331077
266,2,38,4,1,233.22679484734653
406,6,17,3,1,366.311843507904
262,9,27,6,1,327.4990188090537
50,8,34,3,0,231.8330678188101
59,14,20,6,0,322.4556965448103
248,11,25,4,1,355.0566337036753
55,8,37,4,0,194.50712530274993
427,8,18,5,1,395.9018273839695
242,13,34,3,0,378.6948043376046
25,7,30,2,0,190.71447648917976
341,8,21,5,0,337.18122621788626
487,13,36,4,1,534.5733943470264
239,6,25,0,0,261.3122720344955
94,2,38,6,0,130.5569516978295
23,2,15,5,1,118.08430086776534
354,8,21,1,1,401.3592228590977
153,11,26,2,0,269.5480572444125
137,1,21,6,1,123.91494045135006
388,6,37,5,0,349.95823146504296
113,13,21,4,0,269.0705904575335
454,6,24,4,1,369.47564633797697
81,11,30,2,1,267.45963008704246
460,4,22,1,0,330.12795207985204
213,12,23,5,1,354.27155060687903
354,11,23,5,0,395.46513848270337
222,13,16,3,1,356.73971610174664
411,11,27,0,1,430.1671380891865
45,13,27,4,1,301.16234040169763
454,10,37,5,1,459.8288791531142
192,3,37,5,1,255.24342238574383
319,13,18,6,0,357.17554398322767
152,11,39,6,0,275.7022838217589
345,3,38,5,0,261.3045459932922
429,13,26,1,1,483.1336116011708
137,13,31,0,0,319.7574028754026
343,1,16,5,0,221.23883566936206
294,3,27,2,1,264.7059529200411
231,4,32,4,1,252.56984084459575
244,11,29,3,1,403.66549141253756
39,11,22,6,0,251.8777083713412
132,5,29,2,0,218.72404861723052
159,3,15,4,1,190.67792586538593
66,6,34,6,0,198.77012647718865
20,11,24,1,0,206.8960422855578
109,14,26,6,1,349.38716576450867
161,12,19,0,0,279.7026555995704
339,5,23,0,1,299.43453398759664
57,3,37,4,0,115.15020441516853
312,6,22,2,1,328.12143163920103
401,6,30,3,0,353.7734352445944
158,14,28,1,0,338.9423024423964
375,8,39,4,1,406.82386825824364
352,2,27,1,1,253.39787022564818
278,1,37,0,1,263.12799118487675
180,4,35,5,1,243.68919874207285
409,7,27,5,0,381.4199442082727
197,11,19,3,1,334.4242271179517
29,10,30,1,1,268.6156777040806
280,3,25,4,1,264.8551920281171
426,3,36,3,1,363.6335574431119
157,5,19,6,1,240.1225255537568
191,5,27,6,0,220.65221471323179
405,13,25,2,1,486.93709776402994
32,10,39,5,1,265.12951170399197
187,3,33,4,1,231.87786180751
149,9,17,1,0,275.3704799721896
103,4,29,3,0,182.31013363914187
340,13,21,4,0,396.17082182792706
338,13,21,3,1,444.45838320454504
120,3,20,3,1,149.40037452748408
348,11,17,3,0,368.5761557076154
292,2,27,1,0,210.93151398354993
284,10,21,4,1,373.03812395266675
478,13,19,0,1,498.2213685666361
418,11,37,0,1,483.66956951153014
427,9,32,1,0,427.98359037086453
57,4,36,6,1,181.295714818459
438,3,22,1,1,329.51031366931676
113,7,31,5,0,222.75925638801732
114,8,34,3,0,227.79007451209074
324,11,15,4,0,356.7757402363542
88,14,28,4,1,340.8312558526711
337,2,31,2,0,265.07880430329095
463,7,24,2,0,392.89100883827825
255,12,26,0,1,357.43767488139594
453,5,30,2,1,365.7975700287075
353,11,28,2,0,374.15631492304675
392,5,30,0,1,362.8521600245299
395,3,22,5,0,280.8124828183868
478,5,37,6,1,372.6455086372991
156,12,24,0,1,374.9408961694406
437,2,31,6,0,270.72061864508316
95,4,32,2,0,172.10847360084952
54,6,34,4,0,196.26746083529764
20,1,30,2,1,100.60426051301556
315,10,31,3,0,382.29919381323066
339,4,30,6,1,299.3364504123037
425,6,33,6,1,401.92202803865354
79,9,38,3,0,206.88906355017016
339,14,38,3,1,508.96458182586997
368,11,22,5,1,423.01751172481244
347,11,20,1,0,346.60575190914363
286,13,20,3,1,420.57508629055695
380,2,35,6,1,352.6430448769059
248,11,23,4,0,316.47179070812365
289,7,18,6,0,281.29576116207005
335,6,26,6,1,329.20352207278546
305,2,26,5,1,249.09566170537352
310,8,37,1,1,361.48875799133475
232,7,31,1,1,300.0708358095938
184,11,29,3,0,303.1523907902525
24,5,23,2,1,155.87073172393914
358,12,21,6,1,422.41846698059146
398,5,24,0,1,367.2234202614733
97,7,30,2,1,256.93752632985195
429,9,26,2,0,370.8299877837605
81,11,39,1,1,301.62819281218873
151,9,21,1,0,277.511144930208
108,9,32,5,0,258.8804991922183
256,6,29,5,0,282.6894141011697
61,10,20,1,0,225.27956836127524
108,6,26,4,0,190.76677827915083
421,3,25,4,1,334.6790441872047
315,1,34,0,0,232.4220217827117
347,7,17,1,0,329.6147050395238
314,4,16,3,0,241.10443486492636
123,1,20,5,1,144.24087069541778
33,8,38,1,0,227.20674906505013
307,12,36,4,1,428.9441599214566
198,6,39,1,0,265.58559902199573
144,6,19,4,0,192.83604017424446
441,2,32,1,1,342.7133015308717
372,1,30,6,1,284.5135591817961
42,13,22,3,1,279.28286546861204
82,14,39,0,0,314.84094138728193
162,14,34,6,1,385.5509847594342
172,2,36,3,1,238.36476422197273
164,4,25,4,1,234.47394135115948
244,2,24,5,1,198.41636647657847
469,1,38,5,1,346.91701012666795
481,7,39,2,0,410.73322862280224
328,11,26,3,1,379.75353676799944
123,11,35,1,0,302.00557058201633
123,12,20,0,1,309.57817561662534
454,8,34,1,1,485.4588415261317
58,6,19,1,0,150.31959331524791
454,4,37,3,0,345.4764887020423
217,14,23,0,0,347.0412341068548
153,6,30,2,0,217.4681869350584
86,3,36,6,1,201.80653248883357
410,12,28,1,0,455.0973616359414
198,8,36,0,1,379.5231467703659
475,10,22,2,1,437.36836942585046
61,14,34,6,1,340.22469750594394
467,13,33,1,0,480.8143692714858
34,13,28,0,0,275.00999543582793
130,2,21,6,0,164.66314338266935
176,5,19,3,1,248.2422275806747
308,1,32,5,0,208.84790984867078
497,6,16,5,0,384.19315082006096
250,2,25,1,1,192.73298413523463
430,4,36,1,0,299.40161275637956
439,6,22,6,1,378.51898877600627
176,10,15,0,0,280.21360448424923
57,11,36,5,0,272.46393706035957
460,8,26,1,0,440.1157646872534
116,12,16,2,0,272.186539659249
430,8,32,1,0,396.86282598421786
458,11,21,5,1,489.103856805625
308,6,31,4,0,298.51734637017927
273,4,36,5,0,276.2749660718095
215,8,37,2,0,310.4795228884335
105,13,28,0,0,284.0646388452021
341,8,38,2,0,374.24933585526844
29,10,21,4,0,250.2005385728886
24,14,36,4,0,316.7329941275109
142,1,39,1,1,177.21420926583042
349,4,17,1,1,345.2730188110912
372,4,20,5,0,299.78539338250613
137,7,34,3,1,279.9849910595002
313,14,16,2,0,396.5555688252383
416,14,31,5,1,523.654112954938
178,11,26,3,0,308.23569262659714
322,7,26,5,0,318.39288911921693
247,13,31,4,1,407.8378227296527
384,11,24,1,0,424.47533871878187
235,8,17,1,1,318.75879422484445
455,11,34,5,0,457.5121157279515
203,5,32,1,0,210.12030832889172
34,7,27,0,0,176.72132120764647
176,8,26,5,0,245.6424728084174
155,9,31,4,1,295.0284136036399
280,3,18,6,0,218.50295163146663
176,3,37,5,1,215.79368019937917
66,4,24,5,1,138.7940368897768
343,5,25,1,0,302.3394640013357
351,10,20,4,0,366.0365906184963
192,1,20,5,1,180.7718184228967
149,7,23,1,1,265.71533177187825
430,9,29,2,0,394.8092425547378
114,8,16,4,1,245.64946862164217
134,5,18,3,1,234.74844083145445
262,14,19,0,1,403.90588118256477
439,14,31,3,0,529.487675219359
311,4,22,6,1,290.49988854240615
301,12,22,4,1,387.45241516282414
318,7,36,5,1,382.9936804985676
302,5,26,1,1,305.7487894170764
88,7,35,6,0,240.0510098919668
167,12,22,4,0,315.76692577376406
30,1,33,0,1,119.44342061771988
273,1,17,4,1,245.92029882684795
349,10,32,6,1,408.5125759136169
379,14,35,1,0,426.187620123044
57,13,33,3,0,307.111593417087
153,3,33,2,1,224.49863989488884
219,14,29,3,1,433.1743837546644
42,11,20,1,0,208.36652283283632
322,2,30,6,1,276.0569668517642
365,2,22,1,1,279.299164523351
321,7,30,0,0,344.1752415049984
382,12,32,4,0,448.01700360024546
415,10,34,4,0,429.79600751434276
237,2,30,3,0,212.92489407977536
160,11,25,6,0,271.98057675652524
123,4,21,2,1,208.8736427377344
465,2,31,2,0,340.282420469804
229,6,31,0,0,312.3221434923748
492,8,26,1,0,427.4156994879049
130,10,27,0,0,281.64917372296355
123,4,24,4,0,179.05202255324588
335,5,21,5,0,270.5659046540244
190,4,28,5,1,265.988028596217
479,3,37,5,0,357.38507643752274
375,5,15,1,1,318.64082294866597
343,14,31,0,1,470.80372948611205
152,9,18,6,0,245.68112783334087
395,8,35,3,0,377.771818226659
312,8,19,4,1,348.30477226375405
347,8,34,5,1,389.56783030286255
146,12,38,6,1,355.3658121594639
125,8,37,2,0,266.29649909692995
111,7,39,0,1,270.01577375707734
306,8,21,4,0,303.91728107579354
397,11,24,4,0,396.22918825848274
412,14,31,2,1,509.96803333629737
70,8,21,2,0,182.06736321926155
48,13,15,2,0,232.62776495899294
481,14,21,5,1,506.410465238568
315,8,38,5,1,388.59969464955475
316,12,25,0,0,411.87084942009875
233,10,23,2,1,349.45521296453785
286,7,26,3,0,317.73643424854765
426,12,17,4,1,455.6059616176436
276,1,18,2,1,221.84450401392766
321,4,18,4,1,319.559913376973
120,13,39,1,1,379.57409975214017
424,13,27,6,0,479.7405346281769
365,4,37,1,1,341.21590739333664
129,5,33,2,0,205.3946444669503
439,10,24,4,0,425.6132891439978
201,6,19,6,1,246.37196475506124
490,4,21,1,1,329.7364187791754
332,2,38,2,1,309.9293394325769
20,6,30,4,1,209.22732976099854
338,8,15,2,1,350.10403507590365
457,8,26,5,0,388.58185118373905
74,7,16,4,1,197.38607709114453
390,6,21,1,0,286.4345391884242
443,2,25,2,0,294.83548025275195
418,7,27,1,0,345.698303858494
168,11,16,2,0,267.0071675586505
450,12,21,0,1,453.6863345269914
476,14,29,1,1,510.3804513112295
328,14,39,1,0,431.9177515048311
156,5,25,3,0,215.656372722182
221,6,16,6,1,252.3042054208053
455,10,21,5,0,397.34149547610275
332,8,18,1,1,367.08028142788976
136,14,25,4,0,330.5794421562379
173,8,16,6,1,221.22668919991747
444,3,30,2,0,346.91248684511544
310,12,21,0,0,378.4414678427291
82,12,27,4,0,290.40747858148126
263,14,19,6,1,404.99555323278116
44,7,31,4,1,251.09381259762065
109,1,35,4,1,161.8622271308134
94,1,26,4,0,61.283220609735885
313,7,33,6,0,309.71259467550294
405,10,21,0,0,404.5427825860221
410,9,20,3,0,383.18173051687734
229,7,22,5,0,261.0497152031039
494,10,27,1,0,431.27227857406825
437,5,19,6,1,361.8683837237308
366,8,16,4,1,364.7124877376071
36,2,23,1,1,123.50701861312673
147,9,25,6,0,269.2534023640379
446,6,38,1,1,422.63537790767634
462,13,20,4,0,460.9540864824304
